USERID	NAME	SURNAME	GENDER	RACE	AGE	PROVINCE	CHANNEL2	RECORDDATE	EMAIL	RECORDTIME	DURATION2	SOCIAL_MEDIA_HANDLE
585283	Bernardo?	Reisinger	male	black	45	Gauteng	SuperSport Blitz	2016/01/14	Bernardo?325@mailxyz.com	18:01:00.000	00:00:44.000	@Bernardo?32
866564	Cody?	Styer	male	indian_asian	30	Gauteng	Supersport Live Events	2016/03/24	Cody?123@mail.com	08:59:00.000	00:08:14.000	@Cody?12
866564	Cody?	Styer	male	indian_asian	30	Gauteng	ICC Cricket World Cup 2011	2016/03/20	Cody?123@mail.com	11:15:00.000	00:11:18.000	@Cody?12
803882	Cory?	Martello	male	black	44	Gauteng	DStv Events 1	2016/03/06	Cory?101@yahoo.com	06:15:00.000	00:04:15.000	@Cory?10
940030	Markus?	Zweifel	male	black	25	Gauteng	Cartoon Network	2016/03/31	Markus?193@mail.com	14:34:00.000	00:00:00.000	@Markus?19
940030	Markus?	Zweifel	male	black	25	Gauteng	Trace TV	2016/03/30	Markus?193@mail.com	05:24:00.000	00:16:39.000	@Markus?19
33773	None	None	None	None	0	None	ICC Cricket World Cup 2011	2016/03/12	Torrie?294@abcmail.com	08:50:00.000	00:00:08.000	None
809327	Stacy?	Fudge	male	None	43	Western Cape	CNN	2016/01/27	Stacy?275@mailxyz.com	20:53:00.000	00:16:10.000	@Stacy?27
930433	Wilton?	Jacox	male	indian_asian	34	Gauteng	ICC Cricket World Cup 2011	2016/03/30	Wilton?413@mail.com	14:20:00.000	01:09:02.000	@Wilton?41
930433	Wilton?	Jacox	male	indian_asian	34	Gauteng	ICC Cricket World Cup 2011	2016/03/30	Wilton?413@mail.com	17:02:00.000	00:00:24.000	@Wilton?41
940031	Filiberto?	Borelli	male	black	42	Eastern Cape	SuperSport Blitz	2016/03/30	Filiberto?45@mailxyz.com	15:53:00.000	00:05:04.000	@Filiberto?4
789030	Lane?	Mcclaine	male	None	9	Western Cape	Trace TV	2016/02/01	Lane?111@yahoo.com	12:53:00.000	00:14:03.000	@Lane?11
789030	Lane?	Mcclaine	male	None	9	Western Cape	SuperSport Blitz	2016/01/28	Lane?111@yahoo.com	16:08:00.000	00:04:20.000	@Lane?11
886721	Robby?	Langenfeld	male	indian_asian	30	Gauteng	Boomerang	2016/03/21	Robby?163@mail.com	23:43:00.000	00:00:21.000	@Robby?16
968315	Bret?	Roquemore	male	indian_asian	21	Kwazulu Natal	SuperSport Blitz	2016/03/30	Bret?315@mailxyz.com	13:06:00.000	00:00:00.000	@Bret?31
636445	Abel?	Luthy	male	black	32	Gauteng	Africa Magic	2016/01/14	Abel?185@mailxyz.com	23:09:00.000	00:00:00.000	@Abel?18
341651	Haywood?	Tatham	male	white	16	Western Cape	Cartoon Network	2016/01/02	Haywood?92@gmail.com	08:04:00.000	00:00:05.000	@Haywood?9
809330	Stephen?	Marek	male	black	40	Gauteng	Africa Magic	2016/01/11	Stephen?151@yahoo.com	17:56:00.000	00:00:05.000	@Stephen?15
809330	Stephen?	Marek	male	black	40	Gauteng	Africa Magic	2016/01/11	Stephen?151@yahoo.com	17:56:00.000	00:00:05.000	@Stephen?15
809330	Stephen?	Marek	male	black	40	Gauteng	Supersport Live Events	2016/01/10	Stephen?151@yahoo.com	13:44:00.000	00:00:38.000	@Stephen?15
809331	Brendan?	Nicholls	male	indian_asian	49	Western Cape	SuperSport Blitz	2016/02/20	Brendan?452@gmail.com	15:15:00.000	00:20:40.000	@Brendan?45
809331	Brendan?	Nicholls	male	indian_asian	49	Western Cape	CNN	2016/02/14	Brendan?452@gmail.com	15:14:00.000	00:00:00.000	@Brendan?45
809331	Brendan?	Nicholls	male	indian_asian	49	Western Cape	Supersport Live Events	2016/02/24	Brendan?452@gmail.com	16:27:00.000	00:00:24.000	@Brendan?45
809331	Brendan?	Nicholls	male	indian_asian	49	Western Cape	ICC Cricket World Cup 2011	2016/02/24	Brendan?452@gmail.com	16:04:00.000	00:04:24.000	@Brendan?45
809331	Brendan?	Nicholls	male	indian_asian	49	Western Cape	SuperSport Blitz	2016/03/23	Brendan?452@gmail.com	10:47:00.000	00:00:30.000	@Brendan?45
809331	Brendan?	Nicholls	male	indian_asian	49	Western Cape	SuperSport Blitz	2016/03/25	Brendan?452@gmail.com	18:09:00.000	00:06:04.000	@Brendan?45
941623	Stephen?	Leicht	male	white	31	Free State	Boomerang	2016/03/21	Stephen?154@abcmail.com	20:58:00.000	00:16:00.000	@Stephen?15
809332	Hugh	Styer	male	None	26	Gauteng	Supersport Live Events	2016/02/18	Hugh13@mail.com	07:07:00.000	00:03:14.000	@Hugh1
809332	Hugh	Styer	male	None	26	Gauteng	Cartoon Network	2016/02/23	Hugh13@mail.com	04:42:00.000	00:00:04.000	@Hugh1
848249	Adela?	Vital	female	coloured	42	Western Cape	Supersport Live Events	2016/03/03	Adela?411@yahoo.com	21:24:00.000	00:00:00.000	@Adela?41
926551	Michel?	Mcclaine	male	indian_asian	29	Gauteng	SuperSport Blitz	2016/03/30	Michel?201@yahoo.com	06:41:00.000	00:01:28.000	@Michel?20
809333	Bret?	Borelli	male	black	28	Gauteng	Vuzu	2016/02/19	Bret?315@mailxyz.com	12:41:00.000	00:01:42.000	@Bret?31
809333	Bret?	Borelli	male	black	28	Gauteng	Vuzu	2016/02/19	Bret?315@mailxyz.com	12:46:00.000	00:02:03.000	@Bret?31
809333	Bret?	Borelli	male	black	28	Gauteng	Channel O	2016/02/22	Bret?315@mailxyz.com	04:03:00.000	00:01:03.000	@Bret?31
809333	Bret?	Borelli	male	black	28	Gauteng	Trace TV	2016/03/02	Bret?315@mailxyz.com	04:21:00.000	01:24:45.000	@Bret?31
809333	Bret?	Borelli	male	black	28	Gauteng	Vuzu	2016/02/04	Bret?315@mailxyz.com	18:22:00.000	00:00:37.000	@Bret?31
809333	Bret?	Borelli	male	black	28	Gauteng	Vuzu	2016/02/04	Bret?315@mailxyz.com	17:58:00.000	00:00:16.000	@Bret?31
809333	Bret?	Borelli	male	black	28	Gauteng	Trace TV	2016/01/29	Bret?315@mailxyz.com	16:31:00.000	00:13:54.000	@Bret?31
809333	Bret?	Borelli	male	black	28	Gauteng	Vuzu	2016/02/07	Bret?315@mailxyz.com	18:53:00.000	00:00:34.000	@Bret?31
809333	Bret?	Borelli	male	black	28	Gauteng	Channel O	2016/03/19	Bret?315@mailxyz.com	10:21:00.000	00:01:51.000	@Bret?31
809333	Bret?	Borelli	male	black	28	Gauteng	Channel O	2016/03/05	Bret?315@mailxyz.com	15:25:00.000	00:01:27.000	@Bret?31
809333	Bret?	Borelli	male	black	28	Gauteng	Cartoon Network	2016/02/03	Bret?315@mailxyz.com	17:57:00.000	00:20:37.000	@Bret?31
809333	Bret?	Borelli	male	black	28	Gauteng	E! Entertainment	2016/03/09	Bret?315@mailxyz.com	04:08:00.000	00:01:38.000	@Bret?31
809333	Bret?	Borelli	male	black	28	Gauteng	Trace TV	2016/03/26	Bret?315@mailxyz.com	04:43:00.000	00:10:57.000	@Bret?31
772177	Tiffani?	Pilot	female	black	25	Gauteng	Cartoon Network	2016/02/01	Tiffani?212@gmail.com	08:01:00.000	00:00:51.000	@Tiffani?21
772177	Tiffani?	Pilot	female	black	25	Gauteng	Cartoon Network	2016/02/01	Tiffani?212@gmail.com	08:13:00.000	00:04:00.000	@Tiffani?21
892878	Jacinto?	Holt	male	black	29	Kwazulu Natal	SuperSport Blitz	2016/03/13	Jacinto?255@mailxyz.com	17:38:00.000	00:04:08.000	@Jacinto?25
892878	Jacinto?	Holt	male	black	29	Kwazulu Natal	Boomerang	2016/03/23	Jacinto?255@mailxyz.com	11:13:00.000	00:15:27.000	@Jacinto?25
892878	Jacinto?	Holt	male	black	29	Kwazulu Natal	Trace TV	2016/03/20	Jacinto?255@mailxyz.com	03:47:00.000	00:00:57.000	@Jacinto?25
820829	Hugh	Mastrangelo	male	None	33	Gauteng	ICC Cricket World Cup 2011	2016/02/24	Hugh14@abcmail.com	11:32:00.000	00:04:02.000	@Hugh1
820829	Hugh	Mastrangelo	male	None	33	Gauteng	ICC Cricket World Cup 2011	2016/02/24	Hugh14@abcmail.com	12:05:00.000	00:02:50.000	@Hugh1
892880	Alecia?	Roquemore	female	black	21	Gauteng	Channel O	2016/01/13	Alecia?495@mailxyz.com	11:32:00.000	00:29:00.000	@Alecia?49
891877	Chas?	Singer	male	indian_asian	30	Gauteng	SawSee	2016/03/23	Chas?355@mailxyz.com	06:03:00.000	00:00:45.000	@Chas?35
1106847	Markus?	Mastrangelo	male	black	57	North West	SuperSport Blitz	2016/03/11	Markus?193@mail.com	14:04:00.000	00:00:32.000	@Markus?19
1106847	Markus?	Mastrangelo	male	black	57	North West	kykNET	2016/03/06	Markus?193@mail.com	06:46:00.000	00:01:51.000	@Markus?19
1106847	Markus?	Mastrangelo	male	black	57	North West	Channel O	2016/03/16	Markus?193@mail.com	08:58:00.000	00:05:30.000	@Markus?19
869301	Meghann?	Curran	female	coloured	40	Eastern Cape	Trace TV	2016/03/07	Meghann?52@gmail.com	12:35:00.000	00:06:57.000	@Meghann?5
892883	Randy?	Paradis	male	None	24	Western Cape	SuperSport Blitz	2016/03/25	Randy?395@mailxyz.com	11:19:00.000	00:00:52.000	@Randy?39
2360176	Loyd?	Condie	male	black	43	Mpumalanga	Africa Magic	2016/01/27	Loyd?493@mail.com	07:03:00.000	00:00:29.000	@Loyd?49
2426271	Samuel?	Pool	male	white	51	Mpumalanga	SuperSport Blitz	2016/03/23	Samuel?264@abcmail.com	08:00:00.000	00:16:12.000	@Samuel?26
2426271	Samuel?	Pool	male	white	51	Mpumalanga	SuperSport Blitz	2016/03/23	Samuel?264@abcmail.com	13:09:00.000	00:06:14.000	@Samuel?26
809337	Raymundo?	Slane	male	coloured	21	Gauteng	Trace TV	2016/02/14	Raymundo?434@abcmail.com	16:53:00.000	00:00:00.000	@Raymundo?43
809337	Raymundo?	Slane	male	coloured	21	Gauteng	Channel O	2016/02/19	Raymundo?434@abcmail.com	06:44:00.000	00:00:00.000	@Raymundo?43
809337	Raymundo?	Slane	male	coloured	21	Gauteng	Trace TV	2016/02/18	Raymundo?434@abcmail.com	07:47:00.000	00:04:06.000	@Raymundo?43
809337	Raymundo?	Slane	male	coloured	21	Gauteng	Trace TV	2016/02/24	Raymundo?434@abcmail.com	16:05:00.000	00:01:48.000	@Raymundo?43
2289102	Wilton?	Pool	male	coloured	47	Western Cape	Boomerang	2016/03/10	Wilton?411@yahoo.com	19:51:00.000	00:12:47.000	@Wilton?41
859790	Hyman?	Gettys	male	white	33	Western Cape	Supersport Live Events	2016/03/04	Hyman?84@abcmail.com	20:06:00.000	00:00:12.000	@Hyman?8
1398493	Cody?	Mina	male	coloured	47	Mpumalanga	CNN	2016/03/15	Cody?124@abcmail.com	10:25:00.000	00:00:00.000	@Cody?12
809338	Garry?	Wigfall	male	black	31	Kwazulu Natal	SuperSport Blitz	2016/03/08	Garry?284@abcmail.com	18:42:00.000	00:00:22.000	@Garry?28
809339	Kyle?	Borelli	male	black	47	Limpopo	SuperSport Blitz	2016/02/27	Kyle?65@mailxyz.com	11:36:00.000	00:00:18.000	@Kyle?6
779728	Art?	Jacox	male	white	28	Gauteng	Vuzu	2016/03/12	Art?402@gmail.com	22:20:00.000	00:00:20.000	@Art?40
779728	Art?	Jacox	male	white	28	Gauteng	Vuzu	2016/03/12	Art?402@gmail.com	22:55:00.000	00:02:04.000	@Art?40
779728	Art?	Jacox	male	white	28	Gauteng	Boomerang	2016/02/07	Art?402@gmail.com	16:02:00.000	00:00:10.000	@Art?40
779728	Art?	Jacox	male	white	28	Gauteng	SuperSport Blitz	2016/01/13	Art?402@gmail.com	10:53:00.000	00:00:30.000	@Art?40
779728	Art?	Jacox	male	white	28	Gauteng	Cartoon Network	2016/02/02	Art?402@gmail.com	21:10:00.000	00:17:17.000	@Art?40
779728	Art?	Jacox	male	white	28	Gauteng	Trace TV	2016/01/14	Art?402@gmail.com	09:37:00.000	00:00:54.000	@Art?40
779728	Art?	Jacox	male	white	28	Gauteng	Boomerang	2016/02/27	Art?402@gmail.com	12:26:00.000	00:44:48.000	@Art?40
779728	Art?	Jacox	male	white	28	Gauteng	SawSee	2016/02/27	Art?402@gmail.com	11:27:00.000	00:00:05.000	@Art?40
930443	Seema?	Fudge	female	indian_asian	47	Gauteng	Boomerang	2016/03/30	Seema?374@abcmail.com	20:24:00.000	00:00:13.000	@Seema?37
819524	Garry?	Lavoie	male	coloured	40	Western Cape	SuperSport Blitz	2016/03/06	Garry?284@abcmail.com	13:01:00.000	00:00:22.000	@Garry?28
819524	Garry?	Lavoie	male	coloured	40	Western Cape	ICC Cricket World Cup 2011	2016/03/20	Garry?284@abcmail.com	09:02:00.000	00:00:04.000	@Garry?28
894260	Michel?	Marek	male	white	39	Western Cape	Boomerang	2016/03/17	Michel?202@gmail.com	16:32:00.000	00:00:33.000	@Michel?20
832147	Lane?	Crotty	male	black	40	Mpumalanga	Channel O	2016/03/02	Lane?111@yahoo.com	15:04:00.000	00:26:36.000	@Lane?11
866577	Raymundo?	Gettys	male	white	33	Gauteng	ICC Cricket World Cup 2011	2016/03/06	Raymundo?433@mail.com	12:01:00.000	00:17:10.000	@Raymundo?43
212439	None	None	None	None	0	None	Boomerang	2016/03/04	Torrie?412@gmail.com	23:12:00.000	00:14:27.000	None
2203762	Claud?	Mina	male	black	31	Mpumalanga	Trace TV	2016/02/16	Claud?344@abcmail.com	14:57:00.000	00:00:48.000	@Claud?34
2203762	Claud?	Mina	male	black	31	Mpumalanga	Supersport Live Events	2016/02/04	Claud?344@abcmail.com	05:56:00.000	00:01:04.000	@Claud?34
2203762	Claud?	Mina	male	black	31	Mpumalanga	Africa Magic	2016/01/24	Claud?344@abcmail.com	19:08:00.000	00:00:19.000	@Claud?34
2203762	Claud?	Mina	male	black	31	Mpumalanga	Supersport Live Events	2016/01/25	Claud?344@abcmail.com	19:20:00.000	00:00:00.000	@Claud?34
2203762	Claud?	Mina	male	black	31	Mpumalanga	CNN	2016/02/03	Claud?344@abcmail.com	10:14:00.000	00:01:16.000	@Claud?34
2203762	Claud?	Mina	male	black	31	Mpumalanga	Sawsee	2016/02/08	Claud?344@abcmail.com	19:04:00.000	00:00:48.000	@Claud?34
61198	None	None	None	None	0	None	Trace TV	2016/01/11	Reagan?471@yahoo.com	17:48:00.000	00:16:18.000	None
61198	None	None	None	None	0	None	Trace TV	2016/01/11	Reagan?471@yahoo.com	17:42:00.000	00:00:39.000	None
803897	Hyman?	Deblois	male	white	25	Western Cape	SuperSport Blitz	2016/03/08	Hyman?83@mail.com	07:17:00.000	00:01:22.000	@Hyman?8
803897	Hyman?	Deblois	male	white	25	Western Cape	Supersport Live Events	2016/01/21	Hyman?83@mail.com	14:05:00.000	00:04:10.000	@Hyman?8
803897	Hyman?	Deblois	male	white	25	Western Cape	Boomerang	2016/01/22	Hyman?83@mail.com	07:40:00.000	00:06:45.000	@Hyman?8
892890	Markus?	Sytsma	male	indian_asian	26	Kwazulu Natal	ICC Cricket World Cup 2011	2016/03/13	Markus?194@abcmail.com	09:15:00.000	00:38:20.000	@Markus?19
892890	Markus?	Sytsma	male	indian_asian	26	Kwazulu Natal	SuperSport Blitz	2016/03/24	Markus?194@abcmail.com	08:45:00.000	00:00:00.000	@Markus?19
892890	Markus?	Sytsma	male	indian_asian	26	Kwazulu Natal	ICC Cricket World Cup 2011	2016/03/18	Markus?194@abcmail.com	09:37:00.000	00:00:44.000	@Markus?19
892890	Markus?	Sytsma	male	indian_asian	26	Kwazulu Natal	ICC Cricket World Cup 2011	2016/03/09	Markus?194@abcmail.com	14:42:00.000	02:09:54.000	@Markus?19
2415002	Stefan?	Wigfall	male	indian_asian	29	Gauteng	Supersport Live Events	2016/03/30	Stefan?464@abcmail.com	11:47:00.000	00:00:36.000	@Stefan?46
866582	Stefan?	Mcculloch	male	black	39	Free State	ICC Cricket World Cup 2011	2016/03/13	Stefan?461@yahoo.com	06:09:00.000	00:00:06.000	@Stefan?46
819528	Earl?	Mccollum	male	black	17	Gauteng	Channel O	2016/02/26	Earl?422@gmail.com	12:27:00.000	00:05:03.000	@Earl?42
819528	Earl?	Mccollum	male	black	17	Gauteng	Boomerang	2016/03/01	Earl?422@gmail.com	14:19:00.000	00:00:00.000	@Earl?42
1873225	Yong?	Roquemore	male	black	37	Kwazulu Natal	SuperSport Blitz	2016/01/10	Yong?482@gmail.com	19:27:00.000	00:00:00.000	@Yong?48
132	Carter?	Wigfall	male	black	45	Gauteng	Boomerang	2016/01/11	Carter?33@mail.com	20:55:00.000	00:11:51.000	@Carter?3
930447	Claud?	Langenfeld	male	indian_asian	38	Gauteng	Channel O	2016/03/28	Claud?345@mailxyz.com	18:53:00.000	00:05:51.000	@Claud?34
930447	Claud?	Langenfeld	male	indian_asian	38	Gauteng	ICC Cricket World Cup 2011	2016/03/30	Claud?345@mailxyz.com	12:47:00.000	00:15:26.000	@Claud?34
930447	Claud?	Langenfeld	male	indian_asian	38	Gauteng	ICC Cricket World Cup 2011	2016/03/25	Claud?345@mailxyz.com	18:22:00.000	00:00:46.000	@Claud?34
930447	Claud?	Langenfeld	male	indian_asian	38	Gauteng	ICC Cricket World Cup 2011	2016/03/25	Claud?345@mailxyz.com	14:02:00.000	00:00:20.000	@Claud?34
930447	Claud?	Langenfeld	male	indian_asian	38	Gauteng	Cartoon Network	2016/03/29	Claud?345@mailxyz.com	08:30:00.000	00:03:16.000	@Claud?34
930447	Claud?	Langenfeld	male	indian_asian	38	Gauteng	SuperSport Blitz	2016/03/29	Claud?345@mailxyz.com	06:12:00.000	00:00:12.000	@Claud?34
809349	Yong?	Pilot	male	None	47	Gauteng	E! Entertainment	2016/02/21	Yong?485@mailxyz.com	06:26:00.000	00:01:50.000	@Yong?48
809349	Yong?	Pilot	male	None	47	Gauteng	Boomerang	2016/03/14	Yong?485@mailxyz.com	06:22:00.000	00:04:08.000	@Yong?48
809349	Yong?	Pilot	male	None	47	Gauteng	Trace TV	2016/03/20	Yong?485@mailxyz.com	21:45:00.000	02:33:45.000	@Yong?48
809349	Yong?	Pilot	male	None	47	Gauteng	E! Entertainment	2016/03/15	Yong?485@mailxyz.com	11:59:00.000	00:13:34.000	@Yong?48
789047	Hyman?	Curran	male	white	44	Western Cape	Cartoon Network	2016/02/11	Hyman?81@yahoo.com	15:30:00.000	00:00:05.000	@Hyman?8
789047	Hyman?	Curran	male	white	44	Western Cape	Cartoon Network	2016/02/11	Hyman?81@yahoo.com	15:31:00.000	00:00:54.000	@Hyman?8
831030	Wilton?	Tancredi	male	coloured	26	Western Cape	Trace TV	2016/03/06	Wilton?414@abcmail.com	12:52:00.000	00:03:06.000	@Wilton?41
831030	Wilton?	Tancredi	male	coloured	26	Western Cape	Channel O	2016/03/07	Wilton?414@abcmail.com	18:58:00.000	00:01:18.000	@Wilton?41
831030	Wilton?	Tancredi	male	coloured	26	Western Cape	Cartoon Network	2016/03/06	Wilton?414@abcmail.com	17:41:00.000	00:00:23.000	@Wilton?41
831030	Wilton?	Tancredi	male	coloured	26	Western Cape	Channel O	2016/03/07	Wilton?414@abcmail.com	17:44:00.000	00:01:00.000	@Wilton?41
831030	Wilton?	Tancredi	male	coloured	26	Western Cape	Channel O	2016/03/07	Wilton?414@abcmail.com	20:23:00.000	00:03:45.000	@Wilton?41
940064	Dee?	Restivo	male	coloured	45	Western Cape	Cartoon Network	2016/03/23	Dee?214@abcmail.com	05:29:00.000	00:06:46.000	@Dee?21
831031	None	None	None	None	0	None	MK	2016/03/06	Rebekah?103@mail.com	15:10:00.000	00:02:42.000	None
859803	Jacinto?	Pool	male	black	41	Western Cape	CNN	2016/03/13	Jacinto?254@abcmail.com	07:19:00.000	00:00:00.000	@Jacinto?25
2360194	Samuel?	Slane	male	coloured	70	Western Cape	SuperSport Blitz	2016/02/25	Samuel?264@abcmail.com	16:46:00.000	00:01:28.000	@Samuel?26
939668	Abel?	Restivo	male	black	21	Mpumalanga	Cartoon Network	2016/03/10	Abel?181@yahoo.com	14:45:00.000	00:00:02.000	@Abel?18
820849	Wilton?	Sieren	male	indian_asian	17	Kwazulu Natal	Cartoon Network	2016/02/19	Wilton?413@mail.com	13:02:00.000	00:01:19.000	@Wilton?41
789050	Abel?	Tancredi	male	black	37	Mpumalanga	Africa Magic	2016/01/22	Abel?183@mail.com	20:21:00.000	00:03:04.000	@Abel?18
789051	Brendan?	Crotty	male	black	25	Eastern Cape	Supersport Live Events	2016/02/19	Brendan?453@mail.com	11:03:00.000	00:03:40.000	@Brendan?45
789051	Brendan?	Crotty	male	black	25	Eastern Cape	Supersport Live Events	2016/03/06	Brendan?453@mail.com	14:32:00.000	00:00:08.000	@Brendan?45
789051	Brendan?	Crotty	male	black	25	Eastern Cape	SuperSport Blitz	2016/02/23	Brendan?453@mail.com	09:20:00.000	00:02:30.000	@Brendan?45
789051	Brendan?	Crotty	male	black	25	Eastern Cape	Channel O	2016/02/13	Brendan?453@mail.com	22:45:00.000	00:21:57.000	@Brendan?45
793883	Lloyd?	Roquemore	male	coloured	32	Northern Cape	Trace TV	2016/02/15	Lloyd?74@abcmail.com	12:36:00.000	00:04:36.000	@Lloyd?7
820852	Stacy?	Mccown	male	indian_asian	26	Gauteng	Supersport Live Events	2016/03/03	Stacy?272@gmail.com	14:05:00.000	00:00:04.000	@Stacy?27
850050	None	None	None	None	0	None	Trace TV	2016/03/25	Reagan?282@gmail.com	11:31:00.000	00:00:27.000	None
850050	None	None	None	None	0	None	DStv Events 1	2016/03/28	Reagan?282@gmail.com	23:31:00.000	00:02:20.000	None
789053	Williemae?	Holt	female	black	34	Gauteng	Boomerang	2016/01/28	Williemae?492@gmail.com	21:38:00.000	00:13:51.000	@Williemae?49
508611	None	None	None	None	0	None	kykNET	2016/01/21	Rebekah?463@mail.com	21:57:00.000	00:00:00.000	None
789054	Lane?	Sieren	male	black	42	Western Cape	kykNET	2016/01/30	Lane?115@mailxyz.com	17:03:00.000	00:14:51.000	@Lane?11
789054	Lane?	Sieren	male	black	42	Western Cape	CNN	2016/02/08	Lane?115@mailxyz.com	22:27:00.000	00:01:42.000	@Lane?11
866592	Chas?	Sytsma	male	indian_asian	28	Gauteng	ICC Cricket World Cup 2011	2016/03/14	Chas?353@mail.com	09:15:00.000	00:10:32.000	@Chas?35
866592	Chas?	Sytsma	male	indian_asian	28	Gauteng	ICC Cricket World Cup 2011	2016/03/12	Chas?353@mail.com	10:20:00.000	01:24:50.000	@Chas?35
866592	Chas?	Sytsma	male	indian_asian	28	Gauteng	ICC Cricket World Cup 2011	2016/03/12	Chas?353@mail.com	13:39:00.000	00:57:46.000	@Chas?35
511233	None	None	None	None	0	None	SuperSport Blitz	2016/01/09	Minerva?215@mailxyz.com	12:10:00.000	00:09:18.000	None
511233	None	None	None	None	0	None	SuperSport Blitz	2016/01/09	Minerva?215@mailxyz.com	20:56:00.000	00:47:42.000	None
892903	Carter?	Martello	male	coloured	31	Western Cape	Cartoon Network	2016/03/13	Carter?34@abcmail.com	10:27:00.000	00:00:00.000	@Carter?3
892903	Carter?	Martello	male	coloured	31	Western Cape	SuperSport Blitz	2016/03/13	Carter?34@abcmail.com	16:09:00.000	00:07:54.000	@Carter?3
892903	Carter?	Martello	male	coloured	31	Western Cape	Channel O	2016/03/12	Carter?34@abcmail.com	05:24:00.000	00:01:06.000	@Carter?3
2360196	Charlie?	Reisinger	male	black	52	Gauteng	ICC Cricket World Cup 2011	2016/03/04	Charlie?362@gmail.com	21:33:00.000	00:00:48.000	@Charlie?36
789055	Chas?	Mosser	male	black	48	Gauteng	Break in transmission	2016/02/10	Chas?354@abcmail.com	23:02:00.000	00:00:14.000	@Chas?35
789055	Chas?	Mosser	male	black	48	Gauteng	SuperSport Blitz	2016/03/24	Chas?354@abcmail.com	23:54:00.000	00:16:04.000	@Chas?35
789055	Chas?	Mosser	male	black	48	Gauteng	Break in transmission	2016/03/01	Chas?354@abcmail.com	21:12:00.000	00:00:22.000	@Chas?35
789056	Nakita?	Pool	female	black	48	Gauteng	E! Entertainment	2016/02/25	Nakita?355@mailxyz.com	02:49:00.000	00:39:46.000	@Nakita?35
789056	Nakita?	Pool	female	black	48	Gauteng	Africa Magic	2016/02/24	Nakita?355@mailxyz.com	02:15:00.000	00:01:01.000	@Nakita?35
789056	Nakita?	Pool	female	black	48	Gauteng	Boomerang	2016/01/03	Nakita?355@mailxyz.com	10:10:00.000	00:00:32.000	@Nakita?35
789056	Nakita?	Pool	female	black	48	Gauteng	CNN	2016/03/31	Nakita?355@mailxyz.com	23:37:00.000	00:06:44.000	@Nakita?35
940076	Cody?	Nicholls	male	black	51	Eastern Cape	CNN	2016/02/02	Cody?125@mailxyz.com	18:11:00.000	00:00:00.000	@Cody?12
940076	Cody?	Nicholls	male	black	51	Eastern Cape	CNN	2016/03/12	Cody?125@mailxyz.com	18:56:00.000	00:00:15.000	@Cody?12
820859	Hollis?	Mina	male	coloured	35	Eastern Cape	CNN	2016/02/28	Hollis?382@gmail.com	07:22:00.000	00:15:31.000	@Hollis?38
899033	Samuel?	Pilot	male	indian_asian	35	Limpopo	Supersport Live Events	2016/03/24	Samuel?262@gmail.com	10:03:00.000	00:00:00.000	@Samuel?26
809360	Dee?	Jacox	male	black	13	Mpumalanga	Supersport Live Events	2016/02/19	Dee?215@mailxyz.com	12:35:00.000	00:00:40.000	@Dee?21
809360	Dee?	Jacox	male	black	13	Mpumalanga	SuperSport Blitz	2016/02/20	Dee?215@mailxyz.com	21:15:00.000	00:00:04.000	@Dee?21
809360	Dee?	Jacox	male	black	13	Mpumalanga	SuperSport Blitz	2016/02/19	Dee?215@mailxyz.com	12:33:00.000	00:01:26.000	@Dee?21
809360	Dee?	Jacox	male	black	13	Mpumalanga	SuperSport Blitz	2016/02/19	Dee?215@mailxyz.com	05:02:00.000	00:00:46.000	@Dee?21
809360	Dee?	Jacox	male	black	13	Mpumalanga	Africa Magic	2016/02/24	Dee?215@mailxyz.com	09:07:00.000	00:00:56.000	@Dee?21
809360	Dee?	Jacox	male	black	13	Mpumalanga	Supersport Live Events	2016/02/18	Dee?215@mailxyz.com	20:42:00.000	00:00:04.000	@Dee?21
764773	Cory?	Luthy	male	coloured	24	Gauteng	Channel O	2016/01/20	Cory?102@gmail.com	17:39:00.000	00:01:21.000	@Cory?10
764773	Cory?	Luthy	male	coloured	24	Gauteng	Africa Magic	2016/01/20	Cory?102@gmail.com	16:40:00.000	00:00:11.000	@Cory?10
789059	Jacinto?	Arrieta	male	black	42	Kwazulu Natal	CNN	2016/03/11	Jacinto?252@gmail.com	20:07:00.000	00:09:49.000	@Jacinto?25
789059	Jacinto?	Arrieta	male	black	42	Kwazulu Natal	Africa Magic	2016/02/08	Jacinto?252@gmail.com	19:14:00.000	00:02:38.000	@Jacinto?25
930462	Claud?	Mina	male	coloured	31	Western Cape	Boomerang	2016/03/31	Claud?343@mail.com	19:26:00.000	00:00:44.000	@Claud?34
789060	Donald?	Paradis	male	black	32	Gauteng	CNN	2016/02/19	Donald?225@mailxyz.com	14:36:00.000	00:05:51.000	@Donald?22
789060	Donald?	Paradis	male	black	32	Gauteng	Channel O	2016/02/19	Donald?225@mailxyz.com	08:17:00.000	00:03:39.000	@Donald?22
789060	Donald?	Paradis	male	black	32	Gauteng	Channel O	2016/02/18	Donald?225@mailxyz.com	20:22:00.000	00:03:42.000	@Donald?22
789060	Donald?	Paradis	male	black	32	Gauteng	CNN	2016/01/04	Donald?225@mailxyz.com	18:09:00.000	00:02:20.000	@Donald?22
789060	Donald?	Paradis	male	black	32	Gauteng	Trace TV	2016/03/30	Donald?225@mailxyz.com	09:04:00.000	00:11:12.000	@Donald?22
